-2.643198729,6.569689274,8.590395927,28.5463352,77.2731993,6.986499519,43.16081715,73.79490219,123.9422189,11.13293397,0
-2.19308877,6.483498096,7.661445618,28.5463352,77.2731993,4.809638353,42.03574757,58.69774895,105.5431349,10.27341885,0.859515124
-2.643198729,6.588842869,7.508216381,28.5463352,77.2731993,6.986499519,43.41285035,56.37331323,106.7726631,10.33308585,-0.059666995
-2.56658411,6.540958881,7.393294811,28.5463352,77.2731993,6.587353995,42.78414309,54.66080817,104.0323052,10.1996228,0.133463046
-2.681505919,6.540958881,7.297526836,28.5463352,77.2731993,7.190473991,42.78414309,53.25389793,103.228515,10.16014345,0.039479345
-2.643198729,6.540958881,7.06768322,28.5463352,77.2731993,6.986499519,42.78414309,49.9521461,99.7227887,9.986129816,0.174013638
-2.758120298,6.588842869,7.412448406,28.5463352,77.2731993,7.60722758,43.41285035,54.94439137,105.9644693,10.29390447,-0.307774657
-2.806004286,6.655880928,7.259219646,28.5463352,77.2731993,7.873660052,44.30075093,52.69626988,104.8706809,10.24063869,0.05326578
-2.987963676,6.732495308,7.192182064,28.5463352,77.2731993,8.927926932,45.32649307,51.72748284,105.9819028,10.29475123,-0.054112534
-3.112462282,6.856993675,6.560112476,28.5463818,77.2731654,9.687421458,47.01836226,43.0350757,99.74085942,9.987034566,0.307716662
5.23851347,-2.240972757,14.28859615,28.5463352,77.2731993,27.44202337,5.021958899,204.16398,236.6279623,15.38271635,-5.395681784
-13.22556973,8.65743351,18.5406971,28.5463352,77.2731993,174.9156946,74.95115498,343.7574489,593.6242984,24.36440638,-8.981690033
-1.120486379,5.23851347,2.039859772,28.5463352,77.2731993,1.255489725,27.44202337,4.161027888,32.85854099,5.732236997,18.63216939
15.38992882,-1.905784607,-6.02381134,28.5463352,77.2731993,236.849909,3.632014968,36.28630306,276.768227,16.63635258,-10.90411558
9.47146225,-11.45386124,-2.671929121,28.5463352,77.2731993,89.70859715,131.1909372,7.139205228,228.0387396,15.10095161,1.535400964
-18.46408272,7.211335659,19.99637222,28.5463352,77.2731993,340.9223506,52.00336199,399.8549021,792.7806147,28.15636011,-13.0554085
-4.299986362,1.666364431,-1.685518026,28.5463352,77.2731993,18.48988272,2.776770418,2.840971017,24.10762415,4.909951543,23.24640857
19.80483627,-5.956773758,-16.28057098,28.5463352,77.2731993,392.2315398,35.4831536,265.0569916,692.771685,26.32055632,-21.41060478
-0.900219858,-1.867477298,6.10042572,28.5463352,77.2731993,0.810395792,3.487471458,37.21519397,41.51306122,6.443063031,19.87749329
-12.87122822,9.787496567,16.95094872,28.5463352,77.2731993,165.6685158,95.79508904,287.3346623,548.7982672,23.42644376,-16.98338073
12.16254425,1.082179189,-14.28859615,28.5463352,77.2731993,147.9274826,1.171111797,204.16398,353.2625745,18.79528064,4.631163116
-0.536301196,2.604891539,2.068590164,28.5463352,77.2731993,0.287618972,6.785459928,4.279065267,11.35214417,3.369294313,15.42598633
-6.253654957,6.607996464,7.747636795,28.5463352,77.2731993,39.10820032,43.66561727,60.02587591,142.7996935,11.94988257,-8.580588259
8.264783859,-3.34230566,-9.404424667,28.5463352,77.2731993,68.30665224,11.17100713,88.44320332,167.9208627,12.95842825,-1.008545677
-5.631162167,5.631162167,15.99326706,28.5463352,77.2731993,31.70998735,31.70998735,255.7845912,319.2045659,17.86629693,-4.907868679
2.834734917,7.422025204,-10.74517727,28.5463352,77.2731993,8.035722048,55.08645812,115.4588345,178.5810147,13.36342077,4.502876157
0.804451764,6.196194172,8.599972725,28.5463352,77.2731993,0.64714264,38.39282222,73.95953087,112.9994957,10.63012209,2.733298678
